Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
qc | fastqc-novaseq | Plate_8_B2_22NG7YLT3_S130_L008_R2_001	Plate_8_B2_22NG7YLT3_S130_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	209771.0	0.0	151.0	61.0	23.769253137945665	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_B3_22NG7YLT3_S202_L008_R1_001	Plate_8_B3_22NG7YLT3_S202_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	283857.0	0.0	151.0	62.0	25.222206956319553	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_B3_22NG7YLT3_S202_L008_R2_001	Plate_8_B3_22NG7YLT3_S202_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	283857.0	0.0	151.0	60.0	24.540173397168292	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_B4_22NG7YLT3_S274_L008_R1_001	Plate_8_B4_22NG7YLT3_S274_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2852.0	0.0	151.0	62.0	67.46143057503507	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_8_B4_22NG7YLT3_S274_L008_R2_001	Plate_8_B4_22NG7YLT3_S274_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2852.0	0.0	151.0	61.0	66.72510518934082	151.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_8_B5_22NG7YLT3_S346_L008_R1_001	Plate_8_B5_22NG7YLT3_S346_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85577.0	0.0	151.0	61.0	35.99565303761525	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_B5_22NG7YLT3_S346_L008_R2_001	Plate_8_B5_22NG7YLT3_S346_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85577.0	0.0	151.0	59.0	34.664687941853536	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_B6_22NG7YLT3_S418_L008_R1_001	Plate_8_B6_22NG7YLT3_S418_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	328973.0	0.0	151.0	64.0	27.84088663811316	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_B6_22NG7YLT3_S418_L008_R2_001	Plate_8_B6_22NG7YLT3_S418_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	328973.0	0.0	151.0	60.0	23.58704209767975	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_B7_22NG7YLT3_S490_L008_R1_001	Plate_8_B7_22NG7YLT3_S490_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1746003.0	0.0	151.0	59.0	30.39609331713045	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_B7_22NG7YLT3_S490_L008_R2_001	Plate_8_B7_22NG7YLT3_S490_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1746003.0	0.0	151.0	58.0	22.327990608696776	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_B8_22NG7YLT3_S557_L008_R1_001	Plate_8_B8_22NG7YLT3_S557_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	707736.0	0.0	151.0	63.0	34.91936516076853	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_B8_22NG7YLT3_S557_L008_R2_001	Plate_8_B8_22NG7YLT3_S557_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	707736.0	0.0	151.0	60.0	26.200988090505795	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_B9_22NG7YLT3_S621_L008_R1_001	Plate_8_B9_22NG7YLT3_S621_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	894745.0	0.0	151.0	55.0	40.052852733541435	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_B9_22NG7YLT3_S621_L008_R2_001	Plate_8_B9_22NG7YLT3_S621_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	894745.0	0.0	151.0	57.0	38.662723871634356	151.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_C10_22NG7YLT3_S686_L008_R1_001	Plate_8_C10_22NG7YLT3_S686_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	981227.0	0.0	151.0	65.0	32.83374770701085	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C10_22NG7YLT3_S686_L008_R2_001	Plate_8_C10_22NG7YLT3_S686_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	981227.0	0.0	151.0	61.0	30.21420436140575	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C11_22NG7YLT3_S750_L008_R1_001	Plate_8_C11_22NG7YLT3_S750_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	876513.0	0.0	151.0	62.0	39.74153673593626	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C11_22NG7YLT3_S750_L008_R2_001	Plate_8_C11_22NG7YLT3_S750_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	876513.0	0.0	151.0	60.0	40.86724092769001	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C12_22NG7YLT3_S806_L008_R1_001	Plate_8_C12_22NG7YLT3_S806_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7880.0	0.0	151.0	63.0	65.98984771573603	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C12_22NG7YLT3_S806_L008_R2_001	Plate_8_C12_22NG7YLT3_S806_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7880.0	0.0	151.0	62.0	65.22842639593908	151.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C1_22NG7YLT3_S59_L008_R1_001	Plate_8_C1_22NG7YLT3_S59_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	315281.0	0.0	151.0	66.0	18.46670113327476	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C1_22NG7YLT3_S59_L008_R2_001	Plate_8_C1_22NG7YLT3_S59_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	315281.0	0.0	151.0	63.0	19.474056476603412	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_C2_22NG7YLT3_S131_L008_R1_001	Plate_8_C2_22NG7YLT3_S131_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	437109.0	0.0	151.0	63.0	23.751578118990626	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C2_22NG7YLT3_S131_L008_R2_001	Plate_8_C2_22NG7YLT3_S131_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	437109.0	0.0	151.0	61.0	23.642871863976712	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C3_22NG7YLT3_S203_L008_R1_001	Plate_8_C3_22NG7YLT3_S203_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	531196.0	0.0	151.0	66.0	21.63968937275923	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C3_22NG7YLT3_S203_L008_R2_001	Plate_8_C3_22NG7YLT3_S203_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	531196.0	0.0	151.0	62.0	21.7990078767409	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_C4_22NG7YLT3_S275_L008_R1_001	Plate_8_C4_22NG7YLT3_S275_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	167540.0	0.0	151.0	60.0	33.47558791930285	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C4_22NG7YLT3_S275_L008_R2_001	Plate_8_C4_22NG7YLT3_S275_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	167540.0	0.0	151.0	61.0	34.32971230750865	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C5_22NG7YLT3_S347_L008_R1_001	Plate_8_C5_22NG7YLT3_S347_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	469250.0	0.0	151.0	63.0	22.054563181247076	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C5_22NG7YLT3_S347_L008_R2_001	Plate_8_C5_22NG7YLT3_S347_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	469250.0	0.0	151.0	61.0	21.99830272040307	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_C6_22NG7YLT3_S419_L008_R1_001	Plate_8_C6_22NG7YLT3_S419_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	475412.0	0.0	151.0	61.0	27.813289296090705	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C6_22NG7YLT3_S419_L008_R2_001	Plate_8_C6_22NG7YLT3_S419_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	475412.0	0.0	151.0	60.0	27.268658401545164	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_C7_22NG7YLT3_S491_L008_R1_001	Plate_8_C7_22NG7YLT3_S491_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1115579.0	0.0	151.0	62.0	34.728412873900744	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C7_22NG7YLT3_S491_L008_R2_001	Plate_8_C7_22NG7YLT3_S491_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1115579.0	0.0	151.0	60.0	33.95688713034634	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_C8_22NG7YLT3_S558_L008_R1_001	Plate_8_C8_22NG7YLT3_S558_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	956656.0	0.0	151.0	62.0	34.39971717834936	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C8_22NG7YLT3_S558_L008_R2_001	Plate_8_C8_22NG7YLT3_S558_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	956656.0	0.0	151.0	60.0	31.620796627157254	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_C9_22NG7YLT3_S622_L008_R1_001	Plate_8_C9_22NG7YLT3_S622_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	873629.0	0.0	151.0	61.0	42.20392986580343	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_C9_22NG7YLT3_S622_L008_R2_001	Plate_8_C9_22NG7YLT3_S622_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	873629.0	0.0	151.0	60.0	43.315227045389186	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_D10_22NG7YLT3_S687_L008_R1_001	Plate_8_D10_22NG7YLT3_S687_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	558047.0	0.0	151.0	63.0	43.79929207112391	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D10_22NG7YLT3_S687_L008_R2_001	Plate_8_D10_22NG7YLT3_S687_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	558047.0	0.0	151.0	60.0	41.8853270617134	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D11_22NG7YLT3_S751_L008_R1_001	Plate_8_D11_22NG7YLT3_S751_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	899055.0	0.0	151.0	65.0	29.5570776557664	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D11_22NG7YLT3_S751_L008_R2_001	Plate_8_D11_22NG7YLT3_S751_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	899055.0	0.0	151.0	62.0	27.49745243497798	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D12_22NG7YLT3_S807_L008_R1_001	Plate_8_D12_22NG7YLT3_S807_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4868.0	0.0	151.0	63.0	67.13229252259654	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D12_22NG7YLT3_S807_L008_R2_001	Plate_8_D12_22NG7YLT3_S807_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4868.0	0.0	151.0	62.0	67.83073130649137	151.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D1_22NG7YLT3_S60_L008_R1_001	Plate_8_D1_22NG7YLT3_S60_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	276044.0	0.0	151.0	65.0	20.68691947660518	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D1_22NG7YLT3_S60_L008_R2_001	Plate_8_D1_22NG7YLT3_S60_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	276044.0	0.0	151.0	63.0	22.422150092014316	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_D2_22NG7YLT3_S132_L008_R1_001	Plate_8_D2_22NG7YLT3_S132_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	279322.0	0.0	151.0	64.0	24.67689619865245	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D2_22NG7YLT3_S132_L008_R2_001	Plate_8_D2_22NG7YLT3_S132_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	279322.0	0.0	151.0	62.0	25.84794609805171	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D3_22NG7YLT3_S204_L008_R1_001	Plate_8_D3_22NG7YLT3_S204_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	365846.0	0.0	151.0	65.0	24.24954762386359	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D3_22NG7YLT3_S204_L008_R2_001	Plate_8_D3_22NG7YLT3_S204_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	365846.0	0.0	151.0	62.0	25.66845065956714	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	pass
qc | fastqc-novaseq | Plate_8_D4_22NG7YLT3_S276_L008_R1_001	Plate_8_D4_22NG7YLT3_S276_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	120647.0	0.0	151.0	58.0	37.92551824744917	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D4_22NG7YLT3_S276_L008_R2_001	Plate_8_D4_22NG7YLT3_S276_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	120647.0	0.0	151.0	59.0	40.1104047344733	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D5_22NG7YLT3_S348_L008_R1_001	Plate_8_D5_22NG7YLT3_S348_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	354198.0	0.0	151.0	63.0	24.285004432549027	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D5_22NG7YLT3_S348_L008_R2_001	Plate_8_D5_22NG7YLT3_S348_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	354198.0	0.0	151.0	61.0	25.546163445304604	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_D6_22NG7YLT3_S420_L008_R1_001	Plate_8_D6_22NG7YLT3_S420_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	373776.0	0.0	151.0	65.0	22.55629039852746	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D6_22NG7YLT3_S420_L008_R2_001	Plate_8_D6_22NG7YLT3_S420_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	373776.0	0.0	151.0	62.0	23.75620692607337	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_D7_22NG7YLT3_S492_L008_R1_001	Plate_8_D7_22NG7YLT3_S492_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1010071.0	0.0	151.0	63.0	32.51434284231037	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D7_22NG7YLT3_S492_L008_R2_001	Plate_8_D7_22NG7YLT3_S492_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1010071.0	0.0	151.0	60.0	29.12081885775167	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_D8_22NG7YLT3_S559_L008_R1_001	Plate_8_D8_22NG7YLT3_S559_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1181937.0	0.0	151.0	62.0	30.23098833630462	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D8_22NG7YLT3_S559_L008_R2_001	Plate_8_D8_22NG7YLT3_S559_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1181937.0	0.0	151.0	60.0	28.217003790985295	151.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_D9_22NG7YLT3_S623_L008_R1_001	Plate_8_D9_22NG7YLT3_S623_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	742717.0	0.0	151.0	61.0	43.24677450213977	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_D9_22NG7YLT3_S623_L008_R2_001	Plate_8_D9_22NG7YLT3_S623_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	742717.0	0.0	151.0	60.0	42.37647711896229	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_E10_22NG7YLT3_S688_L008_R1_001	Plate_8_E10_22NG7YLT3_S688_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	437894.0	0.0	151.0	55.0	59.91424652059316	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E10_22NG7YLT3_S688_L008_R2_001	Plate_8_E10_22NG7YLT3_S688_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	437894.0	0.0	151.0	58.0	58.384794773484806	151.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail	warn
qc | fastqc-novaseq | Plate_8_E11_22NG7YLT3_S752_L008_R1_001	Plate_8_E11_22NG7YLT3_S752_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	357803.0	0.0	151.0	64.0	42.31520266528525	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E11_22NG7YLT3_S752_L008_R2_001	Plate_8_E11_22NG7YLT3_S752_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	357803.0	0.0	151.0	63.0	38.73927387392625	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E1_22NG7YLT3_S61_L008_R1_001	Plate_8_E1_22NG7YLT3_S61_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	322917.0	0.0	151.0	65.0	20.43063697482635	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E1_22NG7YLT3_S61_L008_R2_001	Plate_8_E1_22NG7YLT3_S61_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	322917.0	0.0	151.0	64.0	20.681475425573755	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_E2_22NG7YLT3_S133_L008_R1_001	Plate_8_E2_22NG7YLT3_S133_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	248468.0	0.0	151.0	66.0	18.320669059999677	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E2_22NG7YLT3_S133_L008_R2_001	Plate_8_E2_22NG7YLT3_S133_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	248468.0	0.0	151.0	64.0	19.243121850701097	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E3_22NG7YLT3_S205_L008_R1_001	Plate_8_E3_22NG7YLT3_S205_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	289478.0	0.0	151.0	66.0	19.328930005043564	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E3_22NG7YLT3_S205_L008_R2_001	Plate_8_E3_22NG7YLT3_S205_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	289478.0	0.0	151.0	63.0	20.15731765453679	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_E4_22NG7YLT3_S277_L008_R1_001	Plate_8_E4_22NG7YLT3_S277_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	100678.0	0.0	151.0	64.0	27.943542779951926	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E4_22NG7YLT3_S277_L008_R2_001	Plate_8_E4_22NG7YLT3_S277_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	100678.0	0.0	151.0	64.0	27.766741492679632	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_E5_22NG7YLT3_S349_L008_R1_001	Plate_8_E5_22NG7YLT3_S349_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	278545.0	0.0	151.0	65.0	25.075661024251016	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E5_22NG7YLT3_S349_L008_R2_001	Plate_8_E5_22NG7YLT3_S349_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	278545.0	0.0	151.0	63.0	23.994327666983793	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_E6_22NG7YLT3_S421_L008_R1_001	Plate_8_E6_22NG7YLT3_S421_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	266529.0	0.0	151.0	66.0	23.779025922132302	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E6_22NG7YLT3_S421_L008_R2_001	Plate_8_E6_22NG7YLT3_S421_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	266529.0	0.0	151.0	64.0	22.80052076884692	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_E7_22NG7YLT3_S493_L008_R1_001	Plate_8_E7_22NG7YLT3_S493_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	848636.0	0.0	151.0	64.0	33.656090119989344	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E7_22NG7YLT3_S493_L008_R2_001	Plate_8_E7_22NG7YLT3_S493_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	848636.0	0.0	151.0	61.0	29.794756242078734	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_8_E8_22NG7YLT3_S560_L008_R1_001	Plate_8_E8_22NG7YLT3_S560_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1082085.0	0.0	151.0	55.0	54.41986554289099	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E8_22NG7YLT3_S560_L008_R2_001	Plate_8_E8_22NG7YLT3_S560_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1082085.0	0.0	151.0	58.0	54.45011085985968	151.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail	warn
qc | fastqc-novaseq | Plate_8_E9_22NG7YLT3_S624_L008_R1_001	Plate_8_E9_22NG7YLT3_S624_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	578635.0	0.0	151.0	60.0	43.256363410248525	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_8_E9_22NG7YLT3_S624_L008_R2_001	Plate_8_E9_22NG7YLT3_S624_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	578635.0	0.0	151.0	61.0	39.57142994697623	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
